AUTO_NUM,CD_CC9,CD_CRP,CD_DMU,CD_ETA,CD_GHU,CD_SHI,CD_TYPE_ACT,CD_UGC,CD_UGL,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,Année,Trimestre,Mois,Jour,FL_ACTIF,FL_OF,LB_CC9,LB_CRP,LB_DMU,LB_ETA,LB_GHU,LB_TYPE_ACT,LB_UGC,LB_UGL,SOURCE
76,92260000,H,704,005,NUP,NON,09,2691,0057042691,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,ANESTHESIOLOGIE,CRPP,PARABOL,HOPITAL BEAUJON,NORD,AUTRES MEDICO-TECHNI,ANESTHESIE,ANESTHESIE,ldz_structure
77,92303060,H,704,005,NUP,NON,81,2692,0057042692,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,REANIMATION POLYVALENTE ADULTE,CRPP,PARABOL,HOPITAL BEAUJON,NORD,REANIMATION,REA.CHIRURGIE POLY.,REA.CHIRURGIE POLY.,ldz_structure
78,92260100,H,704,005,NUP,NON,09,2693,0057042693,2005,Qtr 4,novembre,1,,,,,2005,Qtr 4,novembre,1,2025,Qtr 4,octobre,13,O,O,SALLES DE REVEIL,CRPP,PARABOL,HOPITAL BEAUJON,NORD,AUTRES MEDICO-TECHNI,SALLE DE REVEIL,SALLE DE REVEIL,ldz_structure
79,92463400,H,704,005,NUP,NON,08,2694,0057042694,2006,Qtr 1,janvier,1,,,,,2006,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,COORDINATION PRELEVEMENT TISSUS ORGANES,CRPP,PARABOL,HOPITAL BEAUJON,NORD,BLOC OPERATOIRE,COORD PREL ORGANES,COORD PREL ORGANES,ldz_structure
80,92303060,H,704,005,NUP,NON,83,2695,0057042695,2006,Qtr 1,janvier,1,,,,,2006,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,REANIMATION POLYVALENTE ADULTE,CRPP,PARABOL,HOPITAL BEAUJON,NORD,SURVEILLANCE CONTINU,USC POLYVALENTE,USC POLYVALENTE,ldz_structure
81,92319900,H,704,005,NUP,NON,08,2696,0057042696,2006,Qtr 3,juillet,1,,,,,2006,Qtr 3,juillet,1,2025,Qtr 4,octobre,13,O,O,CHIRURGIE ADULTE MULTI-DISCIPLINAIRE,CRPP,PARABOL,HOPITAL BEAUJON,NORD,BLOC OPERATOIRE,BLOC CATHETER,BLOC CATHETER,ldz_structure
82,92312021,H,704,005,NUP,NON,23,2697,0057042697,2015,Qtr 3,juillet,7,,,,,2015,Qtr 3,juillet,7,2025,Qtr 4,octobre,13,N,O,ANESTHESIE HORS REA SC,CRPP,PARABOL,HOPITAL BEAUJON,NORD,ANESTH.CHIR.AMBULAT.,HDJ POS CATHE/FERINJ,HDJ POS CATHE/FERINJ,ldz_structure
83,92312020,H,704,005,NUP,NON,81,3891,0057043891,2004,Qtr 1,janvier,1,,,,,2004,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ANESTHESIE - REANIMATION CHIR. ADULTES,CRPP,PARABOL,HOPITAL BEAUJON,NORD,REANIMATION,REA HEPATO DIGESTIVE,REA HEPATO DIGESTIVE,ldz_structure
84,92319200,H,704,005,NUP,NON,08,8092,0057048092,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,CHIRURGIE VISCERALE ET DIGESTIVE,CRPP,PARABOL,HOPITAL BEAUJON,NORD,BLOC OPERATOIRE,BLOC CHIR.DIGESTIVE,BLOC CHIR.DIGESTIVE,ldz_structure
85,92395003,H,706,005,NUP,NON,07,0001,0057060001,2018,Qtr 2,avril,17,,,,,2018,Qtr 2,avril,17,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,DIGEST,HOPITAL BEAUJON,NORD,CONSULTATIONS,CRMR DIGESTIVE RARE,CRMR DIGESTIVE RARE,ldz_structure
86,92395003,H,706,005,NUP,NON,07,0002,0057060002,2018,Qtr 2,avril,17,,,,,2018,Qtr 2,avril,17,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,DIGEST,HOPITAL BEAUJON,NORD,CONSULTATIONS,CRMR VASC FOIE,CRMR VASC FOIE,ldz_structure
87,92395003,H,706,005,NUP,NON,07,0003,0057060003,2018,Qtr 2,avril,17,,,,,2018,Qtr 2,avril,17,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,DIGEST,HOPITAL BEAUJON,NORD,CONSULTATIONS,CRMR PARADIS,CRMR PARADIS,ldz_structure
88,92398150,H,706,005,NUP,NON,33,0006,0057060006,2020,Qtr 2,avril,17,,,,,2020,Qtr 2,avril,17,2025,Qtr 4,octobre,13,O,O,RECHERCHE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,RECHERCHE,RECH DIGEST 706,RECH DIGEST 706,ldz_structure
89,92319900,H,706,005,NUP,NON,23,0099,0057060099,2024,Qtr 1,mars,18,,,,,2024,Qtr 1,mars,18,2025,Qtr 4,octobre,13,N,O,CHIRURGIE ADULTE MULTI-DISCIPLINAIRE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,ANESTH.CHIR.AMBULAT.,CHIR AMBULATOIRE BJN,CHIR AMBULATOIRE BJN,ldz_structure
90,92000003,H,706,005,NUP,NON,01,1003,0057061003,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ADMINISTRATION DU POLE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,ADMINISTRATION,DIGESTIF,DIGESTIF,ldz_structure
91,92319200,H,706,005,NUP,NON,80,2593,0057062593,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,CHIRURGIE VISCERALE ET DIGESTIVE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPIT COMPL CONVENT,CHIR COLORECTALE,CHIR COLORECTALE,ldz_structure
92,92319200,H,706,005,NUP,NON,07,2596,0057062596,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,CHIRURGIE VISCERALE ET DIGESTIVE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,CONSULTATIONS,CS CHIR COLORECTALE,CS CHIR COLORECTALE,ldz_structure
93,92302320,H,706,005,NUP,NON,04,3801,0057063801,2005,Qtr 1,janvier,1,,,,,2005,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ONCOLOGIE MEDICALE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPITALISATION JOUR,HDJ CANCEROLOGIE,HDJ CANCEROLOGIE,ldz_structure
94,92302320,H,706,005,NUP,NON,07,3802,0057063802,2005,Qtr 1,janvier,1,,,,,2005,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ONCOLOGIE MEDICALE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,CONSULTATIONS,CONSULT CANCEROLOGIE,CONSULT CANCEROLOGIE,ldz_structure
95,92398150,H,706,005,NUP,NON,04,3804,0057063804,2012,Qtr 2,avril,25,,,,,2012,Qtr 2,avril,25,2025,Qtr 4,octobre,13,N,O,RECHERCHE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPITALISATION JOUR,RECHERCHE ONCO MED,RECHERCHE ONCO MED,ldz_structure
96,92302320,H,706,005,NUP,NON,20,3813,0057063813,2008,Qtr 1,janvier,1,2024,Qtr 3,août,13,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,O,N,ONCOLOGIE MEDICALE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPITAL.SEMAINE,HDS CANCERO,HDS CANCERO,ldz_structure
97,92302320,H,706,005,NUP,NON,80,3823,0057063823,2012,Qtr 4,novembre,7,2024,Qtr 3,août,13,2012,Qtr 4,novembre,7,2025,Qtr 4,octobre,2,N,N,ONCOLOGIE MEDICALE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPIT COMPL CONVENT,HC CANCEROLOGIE,HC CANCEROLOGIE,ldz_structure
98,92302120,H,706,005,NUP,NON,04,4073,0057064073,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPITALISATION JOUR,HDJ HEPATO,HDJ HEPATO,ldz_structure
99,92302320,H,706,005,NUP,NON,04,4080,0057064080,2022,Qtr 4,novembre,23,,,,,2022,Qtr 4,novembre,23,2025,Qtr 4,octobre,13,O,O,ONCOLOGIE MEDICALE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPITALISATION JOUR,HDJ ONCO HEPATIQUE,HDJ ONCO HEPATIQUE,ldz_structure
100,92302320,H,706,005,NUP,NON,07,4081,0057064081,2022,Qtr 4,novembre,23,,,,,2022,Qtr 4,novembre,23,2025,Qtr 4,octobre,13,O,O,ONCOLOGIE MEDICALE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,CONSULTATIONS,CS ONCO HEPATIQUE,CS ONCO HEPATIQUE,ldz_structure
101,92302320,H,706,005,NUP,NON,07,4082,0057064082,2022,Qtr 4,novembre,23,,,,,2022,Qtr 4,novembre,23,2025,Qtr 4,octobre,13,N,O,ONCOLOGIE MEDICALE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,CONSULTATIONS,CS RECHERCHE ONCOHEP,CS RECHERCHE ONCOHEP,ldz_structure
102,92392500,H,706,005,NUP,NON,07,4083,0057064083,2022,Qtr 4,novembre,23,,,,,2022,Qtr 4,novembre,23,2025,Qtr 4,octobre,13,N,O,CTRES ET CELLULES DE COORD. DES SOINS E,CRPP,DIGEST,HOPITAL BEAUJON,NORD,CONSULTATIONS,CS ANNONCE ONCOHEPAT,CS ANNONCE ONCOHEPAT,ldz_structure
103,92302120,H,706,005,NUP,NON,80,4091,0057064091,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPIT COMPL CONVENT,HOSPIT HEPATOLOGIE,HOSPIT HEPATOLOGIE,ldz_structure
104,92302120,H,706,005,NUP,NON,20,4092,0057064092,2012,Qtr 1,mars,7,,,,,2012,Qtr 1,mars,7,2025,Qtr 4,octobre,13,O,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPITAL.SEMAINE,HDS HEPATOLOGIE,HDS HEPATOLOGIE,ldz_structure
105,92302120,H,706,005,NUP,NON,07,4093,0057064093,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,CONSULTATIONS,CONSULT HEPATOLOGIE,CONSULT HEPATOLOGIE,ldz_structure
106,92280400,H,706,005,NUP,NON,09,4094,0057064094,1999,Qtr 1,janvier,1,,,,,1999,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,AUTRES MEDICO-TECHNI,CAT HEPAT ABRAMI,CAT HEPAT ABRAMI,ldz_structure
107,92302080,H,706,005,NUP,NON,04,4212,0057064212,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,NUTRITION,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPITALISATION JOUR,HDJ ASS.NUTRIT MICI,HDJ ASS.NUTRIT MICI,ldz_structure
108,92302120,H,706,005,NUP,NON,82,4231,0057064231,2017,Qtr 1,mars,24,,,,,2017,Qtr 1,mars,24,2025,Qtr 4,octobre,13,N,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,SOINS INTENSIFS,SI SURVI ASS NUTRI,SI SURVI ASS NUTRI,ldz_structure
109,92302080,H,706,005,NUP,NON,80,4290,0057064290,2006,Qtr 1,janvier,1,,,,,2006,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,NUTRITION,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPIT COMPL CONVENT,HC ASSIS NUTRITIVE,HC ASSIS NUTRITIVE,ldz_structure
110,92302120,H,706,005,NUP,NON,82,4293,0057064293,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,SOINS INTENSIFS,USI ASS NUTRITIVE,USI ASS NUTRITIVE,ldz_structure
112,92302080,H,706,005,NUP,NON,07,4296,0057064296,2017,Qtr 2,avril,27,,,,,2017,Qtr 2,avril,27,2025,Qtr 4,octobre,13,N,O,NUTRITION,CRPP,DIGEST,HOPITAL BEAUJON,NORD,CONSULTATIONS,CS SURVI ASS NUT,CS SURVI ASS NUT,ldz_structure
114,92302120,H,706,005,NUP,NON,80,5091,0057065091,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPIT COMPL CONVENT,PANCREATO ONCO DIG,PANCREATO ONCO DIG,ldz_structure
115,92302120,H,706,005,NUP,NON,07,5092,0057065092,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,CONSULTATIONS,CS PANCR ONCO DIG,CS PANCR ONCO DIG,ldz_structure
116,92302120,H,706,005,NUP,NON,20,5096,0057065096,2012,Qtr 1,mars,21,,,,,2012,Qtr 1,mars,21,2025,Qtr 4,octobre,13,N,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPITAL.SEMAINE,HDS PANCR ONCO DIG,HDS PANCR ONCO DIG,ldz_structure
117,92302120,H,706,005,NUP,NON,07,5097,0057065097,2022,Qtr 4,novembre,16,,,,,2022,Qtr 4,novembre,16,2025,Qtr 4,octobre,13,N,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,CONSULTATIONS,CS ENDOSCOPIE,CS ENDOSCOPIE,ldz_structure
118,92302120,H,706,005,NUP,NON,20,5098,0057065098,2022,Qtr 3,août,23,,,,,2022,Qtr 3,août,23,2025,Qtr 4,octobre,13,N,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPITAL.SEMAINE,HOSPIT ENDOSCOPIE,HOSPIT ENDOSCOPIE,ldz_structure
120,92280400,H,706,005,NUP,NON,09,5301,0057065301,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ENDOSCOPIE DIGESTIVE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,AUTRES MEDICO-TECHNI,ENDOSCOPIE,ENDOSCOPIE,ldz_structure
121,92340011,H,706,005,NUP,NON,07,7098,0057067098,2011,Qtr 4,octobre,4,,,,,2011,Qtr 4,octobre,4,2025,Qtr 4,octobre,13,N,O,CONSULTATION PRECARITE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,CONSULTATIONS,CONS PASS DIGESTIF,CONS PASS DIGESTIF,ldz_structure
122,92392500,H,706,005,NUP,NON,07,7099,0057067099,2011,Qtr 4,octobre,4,,,,,2011,Qtr 4,octobre,4,2025,Qtr 4,octobre,13,N,O,CTRES ET CELLULES DE COORD. DES SOINS E,CRPP,DIGEST,HOPITAL BEAUJON,NORD,CONSULTATIONS,CS DISPO ANNONCE,CS DISPO ANNONCE,ldz_structure
123,92319200,H,706,005,NUP,NON,07,8021,0057068021,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,CHIRURGIE VISCERALE ET DIGESTIVE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,CONSULTATIONS,CS CHIR DIG FOIE PAN,CS CHIR DIG FOIE PAN,ldz_structure
124,92319200,H,706,005,NUP,NON,80,8091,0057068091,1996,Qtr 4,octobre,7,,,,,1996,Qtr 4,octobre,7,2025,Qtr 4,octobre,13,O,O,CHIRURGIE VISCERALE ET DIGESTIVE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPIT COMPL CONVENT,CHIR DIG FOIE PANC,CHIR DIG FOIE PANC,ldz_structure
125,92302120,H,706,005,NUP,NON,04,8094,0057068094,2016,Qtr 4,octobre,14,,,,,2016,Qtr 4,octobre,14,2025,Qtr 4,octobre,13,O,O,HEPATO-GASTRO-ENTEROLOGIE,CRPP,DIGEST,HOPITAL BEAUJON,NORD,HOSPITALISATION JOUR,HDJ DIAG FOIE PANC,HDJ DIAG FOIE PANC,ldz_structure
126,92000003,H,707,005,NUP,NON,01,0105,0057070105,2011,Qtr 3,août,25,,,,,2011,Qtr 3,août,25,2025,Qtr 4,octobre,13,N,O,ADMINISTRATION DU POLE,CRPP,VICTOIRE,HOPITAL BEAUJON,NORD,ADMINISTRATION,GESTION POLE,GESTION POLE,ldz_structure
127,92302210,H,707,005,NUP,NON,07,7095,0057077095,1999,Qtr 1,janvier,1,,,,,1999,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,PNEUMOLOGIE,CRPP,VICTOIRE,HOPITAL BEAUJON,NORD,CONSULTATIONS,CONSULT PNEUMO,CONSULT PNEUMO,ldz_structure
128,92000003,H,708,005,NUP,NON,01,0104,0057080104,2011,Qtr 3,août,25,,,,,2011,Qtr 3,août,25,2025,Qtr 4,octobre,13,N,O,ADMINISTRATION DU POLE,CRPP,CARDIOLOGIE METABO,HOPITAL BEAUJON,NORD,ADMINISTRATION,GESTION POLE,GESTION POLE,ldz_structure
129,92302170,H,708,005,NUP,NON,07,0331,0057080331,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,CARDIOLOGIE,CRPP,CARDIOLOGIE METABO,HOPITAL BEAUJON,NORD,CONSULTATIONS,CARDIO CONSULT,CARDIO CONSULT,ldz_structure
130,92231010,H,708,005,NUP,NON,32,3092,0057083092,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,ECHOCARDIOLOGIE,CRPP,CARDIOLOGIE METABO,HOPITAL BEAUJON,NORD,IMAGERIE MEDICALE,EXPLO.FONCT.CARDIO,EXPLO.FONCT.CARDIO,ldz_structure
131,92319680,H,709,005,NUP,NON,80,1591,0057091591,1996,Qtr 4,octobre,7,,,,,1996,Qtr 4,octobre,7,2025,Qtr 4,octobre,13,O,O,CHIRURGIE MAXILLO-FACIALE ET STOMATO AD,CRPP,LOCOMOTION,HOPITAL BEAUJON,NORD,HOSPIT COMPL CONVENT,STOMATO HOSPI.,STOMATO HOSPI.,ldz_structure
132,92319680,H,709,005,NUP,NON,07,1595,0057091595,1999,Qtr 1,janvier,1,,,,,1999,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,CHIRURGIE MAXILLO-FACIALE ET STOMATO AD,CRPP,LOCOMOTION,HOPITAL BEAUJON,NORD,CONSULTATIONS,CONSULT STOMATO,CONSULT STOMATO,ldz_structure
133,92319510,H,709,005,NUP,NON,80,9091,0057099091,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,ORTHOPEDIE TRAUMATOLOGIE,CRPP,LOCOMOTION,HOPITAL BEAUJON,NORD,HOSPIT COMPL CONVENT,CHIR.ORTHO HOSP.,CHIR.ORTHO HOSP.,ldz_structure
134,92319510,H,709,005,NUP,NON,07,9095,0057099095,1999,Qtr 1,janvier,1,,,,,1999,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,ORTHOPEDIE TRAUMATOLOGIE,CRPP,LOCOMOTION,HOPITAL BEAUJON,NORD,CONSULTATIONS,CONSULT ORTHOPEDIE,CONSULT ORTHOPEDIE,ldz_structure
135,92302420,H,711,005,NUP,NON,07,2833,0057112833,2016,Qtr 1,février,29,,,,,2016,Qtr 1,février,29,2025,Qtr 4,octobre,13,N,O,TRAITEMENT CONTRE LA DOULEUR,CRPP,NEUROSCIENCES,HOPITAL BEAUJON,NORD,CONSULTATIONS,EQ.MOBILE DOULEUR,EQ.MOBILE DOULEUR,ldz_structure
136,92302420,H,711,005,NUP,NON,07,2842,0057112842,2002,Qtr 1,janvier,1,,,,,2002,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,TRAITEMENT CONTRE LA DOULEUR,CRPP,NEUROSCIENCES,HOPITAL BEAUJON,NORD,CONSULTATIONS,TRAITEMENT DOULEUR,TRAITEMENT DOULEUR,ldz_structure
137,92319400,H,711,005,NUP,NON,80,2891,0057112891,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,NEURO-CHIRURGIE,CRPP,NEUROSCIENCES,HOPITAL BEAUJON,NORD,HOSPIT COMPL CONVENT,NEURO-CHIRURG.HOSP.,NEURO-CHIRURG.HOSP.,ldz_structure
138,92319400,H,711,005,NUP,NON,07,2895,0057112895,2008,Qtr 1,janvier,1,2020,Qtr 2,avril,1,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,2,O,N,NEURO-CHIRURGIE,CRPP,NEUROSCIENCES,HOPITAL BEAUJON,NORD,CONSULTATIONS,CONSULT NEUROCHIR,CONSULT NEUROCHIR,ldz_structure
139,92319400,H,711,005,NUP,NON,23,2899,0057112899,2019,Qtr 1,février,1,,,,,2019,Qtr 1,février,1,2025,Qtr 4,octobre,13,N,O,NEURO-CHIRURGIE,CRPP,NEUROSCIENCES,HOPITAL BEAUJON,NORD,ANESTH.CHIR.AMBULAT.,HDJ MEDICO-CHIR,HDJ MEDICO-CHIR,ldz_structure
140,92351107,H,711,005,NUP,NON,07,3481,0057113481,2013,Qtr 2,avril,11,,,,,2013,Qtr 2,avril,11,2025,Qtr 4,octobre,13,N,O,PSY ADULTES URGENCES,CRPP,NEUROSCIENCES,HOPITAL BEAUJON,NORD,CONSULTATIONS,CONS URG PSY,CONS URG PSY,ldz_structure
141,92351100,H,711,005,NUP,NON,07,3499,0057113499,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,PSY ADULTES,CRPP,NEUROSCIENCES,HOPITAL BEAUJON,NORD,CONSULTATIONS,PSY CONSULTATION,PSY CONSULTATION,ldz_structure
142,92302011,H,711,005,NUP,NON,07,5093,0057115093,1998,Qtr 1,mars,1,,,,,1998,Qtr 1,mars,1,2025,Qtr 4,octobre,13,O,O,ADDICTOLOGIE EN MCO,CRPP,NEUROSCIENCES,HOPITAL BEAUJON,NORD,CONSULTATIONS,UTAMA,UTAMA,ldz_structure
143,92000003,H,713,005,NUP,NON,01,0112,0057130112,2011,Qtr 3,août,25,,,,,2011,Qtr 3,août,25,2025,Qtr 4,octobre,13,N,O,ADMINISTRATION DU POLE,CRPP,INVICTUS 2.0,HOPITAL BEAUJON,NORD,ADMINISTRATION,GESTION POLE,GESTION POLE,ldz_structure
144,92000003,H,713,005,NUP,NON,01,1002,0057131002,2007,Qtr 1,janvier,1,,,,,2007,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,ADMINISTRATION DU POLE,CRPP,INVICTUS 2.0,HOPITAL BEAUJON,NORD,ADMINISTRATION,AGAP,AGAP,ldz_structure
145,92300010,H,713,005,NUP,NON,04,2431,0057132431,2008,Qtr 1,janvier,1,,,,,2008,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,O,O,MEDECINE INTERNE,CRPP,INVICTUS 2.0,HOPITAL BEAUJON,NORD,HOSPITALISATION JOUR,MED.INTERNE HDJ,MED.INTERNE HDJ,ldz_structure
146,92300020,H,713,005,NUP,NON,07,2432,0057132432,2015,Qtr 1,mars,18,,,,,2015,Qtr 1,mars,18,2025,Qtr 4,octobre,13,N,O,MALADIES INFECTIEUSES,CRPP,INVICTUS 2.0,HOPITAL BEAUJON,NORD,CONSULTATIONS,EQUIPE TRANS INFECT,EQUIPE TRANS INFECT,ldz_structure
147,92395003,H,713,005,NUP,NON,04,2441,0057132441,2012,Qtr 4,octobre,19,,,,,2012,Qtr 4,octobre,19,2025,Qtr 4,octobre,13,O,O,CREF PRISE EN CHARGE MALADIES RARES,CRPP,INVICTUS 2.0,HOPITAL BEAUJON,NORD,HOSPITALISATION JOUR,HDJ MAL GAUCHER,HDJ MAL GAUCHER,ldz_structure
148,92300010,H,713,005,NUP,NON,80,2491,0057132491,1997,Qtr 2,avril,1,,,,,1997,Qtr 2,avril,1,2025,Qtr 4,octobre,13,O,O,MEDECINE INTERNE,CRPP,INVICTUS 2.0,HOPITAL BEAUJON,NORD,HOSPIT COMPL CONVENT,MEDECINE INTERNE,MEDECINE INTERNE,ldz_structure
149,92300010,H,713,005,NUP,NON,07,2495,0057132495,1999,Qtr 1,janvier,1,,,,,1999,Qtr 1,janvier,1,2025,Qtr 4,octobre,13,N,O,MEDECINE INTERNE,CRPP,INVICTUS 2.0,HOPITAL BEAUJON,NORD,CONSULTATIONS,CS MED INTERNE 7EME,CS MED INTERNE 7EME,ldz_structure
150,92302340,H,713,005,NUP,OUI,80,4101,0057134101,2005,Qtr 4,novembre,1,,,,,2005,Qtr 4,novembre,1,2025,Qtr 4,octobre,13,O,O,MEDECINE GERIATRIQUE,CRPP,INVICTUS 2.0,HOPITAL BEAUJON,NORD,HOSPIT COMPL CONVENT,GERIATRIE AIGUE,GERIATRIE AIGUE,ldz_structure
151,92302340,H,713,005,NUP,NON,07,4103,0057134103,2012,Qtr 3,septembre,27,,,,,2012,Qtr 3,septembre,27,2025,Qtr 4,octobre,13,N,O,MEDECINE GERIATRIQUE,CRPP,INVICTUS 2.0,HOPITAL BEAUJON,NORD,CONSULTATIONS,UCOG CS ONCO GERIATR,UCOG CS ONCO GERIATR,ldz_structure
152,92392200,H,713,005,NUP,NON,07,4104,0057134104,2012,Qtr 4,octobre,15,,,,,2012,Qtr 4,octobre,15,2025,Qtr 4,octobre,13,O,O,EQUIPE MOBILE DE GERIATRIE,CRPP,INVICTUS 2.0,HOPITAL BEAUJON,NORD,CONSULTATIONS,EQUIP MOB GERIATRIE,EQUIP MOB GERIATRIE,ldz_structure
153,92110010,H,713,005,NUP,NON,10,4391,0057134391,1996,Qtr 2,juin,1,,,,,1996,Qtr 2,juin,1,2025,Qtr 4,octobre,13,O,O,STRUCTURES DES URGENCES ADULTES,CRPP,INVICTUS 2.0,HOPITAL BEAUJON,NORD,ACCUEIL URGENCES,ACCUEIL URGENCES,ACCUEIL URGENCES,ldz_structure
154,92110010,H,713,005,NUP,NON,80,4392,0057134392,1998,Qtr 2,juin,1,,,,,1998,Qtr 2,juin,1,2025,Qtr 4,octobre,13,N,O,STRUCTURES DES URGENCES ADULTES,CRPP,INVICTUS 2.0,HOPITAL BEAUJON,NORD,HOSPIT COMPL CONVENT,UHCD,UHCD,ldz_structure
